Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.1.27-34.197.14.237-51954-443-6,192.168.1.27,51954,34.197.14.237,443,6,10/12/2024 01:36:46 PM,5755987,8,10,1290.0,6057.0,647.0,0.0,161.25,265.5886992002053,1412.0,0.0,605.7,666.2675555327271,1276.4101100297828,3.1271787097503867,338587.4705882353,1145843.9541876502,4768016.0,0.0,5523242.0,789034.5714285715,1759020.1137758354,4768016.0,277.0,946521.0,105169.0,124085.78542887175,242341.0,0.0,0,0,0,0,160,224,1.3898572043335051,1.7373215054168816,0.0,1412.0,386.6842105263157,554.0127407912785,306930.1169590643,0,1,0,0,0,0,0,0,1.0,408.1666666666667,161.25,605.7,0,0,0,0,0,0,8,1290,10,6057,-1,115,3,0,0,0,0,0,0,0,0,0,No Label
192.168.1.27-34.197.14.237-51954-443-6,34.197.14.237,443,192.168.1.27,51954,6,10/12/2024 01:36:52 PM,0,1,1,0.0,31.0,0.0,0.0,0.0,0.0,31.0,31.0,31.0,0.0,Infinity,Infinity,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20,20,0.0,0.0,0.0,31.0,20.666666666666664,17.8978583448784,320.33333333333337,0,0,0,1,1,0,0,0,1.0,31.0,0.0,31.0,0,0,0,0,0,0,1,0,1,31,-1,115,0,0,0,0,0,0,0,0,0,0,No Label
134.221.96.0-0.0.0.32-0-0-0,134.221.96.0,0,0.0.0.32,0,0,10/12/2024 01:34:51 PM,115771722,71,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6219135273810646,1630587.6338028167,2374899.3515179437,5523047.0,1169.0,1.15770098E8,1653858.5428571433,2383879.602251118,5523047.0,1169.0,0,0,0,0,0,0,0,0,0,0,0,0.613275839500772,0.008637687880292564,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,71,0,1,0,-1,-1,0,0,3674492.538461538,4832858.847902374,1.4337318E7,3338.0,5230767.23076923,149320.050121182,5523047.0,5065890.0,No Label
192.168.1.27-40.81.252.176-61175-3544-17,40.81.252.176,3544,192.168.1.27,61175,17,10/12/2024 01:34:52 PM,117198719,46,60,2576.0,3360.0,56.0,56.0,56.0,0.0,56.0,56.0,56.0,0.0,50.64901775931527,0.9044467457020584,1116178.2761904765,1147552.2454812117,4835006.0,202.0,1.15198491E8,2559966.466666667,983462.2314065105,4835006.0,166934.0,1.16990331E8,1982886.9661016949,942940.5730372731,5004801.0,261.0,0,0,0,0,368,480,0.3924957575688178,0.5119509881332406,56.0,56.0,56.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,56.528301886792455,56.0,56.0,0,0,0,0,0,0,46,2576,60,3360,-1,-1,46,0,0,0,0,0,0,0,0,0,No Label
192.168.1.27-10.10.10.36-61175-65195-17,192.168.1.27,61175,10.10.10.36,65195,17,10/12/2024 01:34:52 PM,117198686,67,1,3484.0,52.0,52.0,52.0,52.0,0.0,52.0,52.0,52.0,0.0,30.170986729322205,0.5802112832561963,1749234.1194029846,1239738.9454396085,4835047.0,166308.0,1.15198503E8,1745431.8636363638,1248845.285576423,4835047.0,166308.0,0,0,0,0,0,0,0,0,0,536,8,0.5716787643847816,0.008532518871414652,52.0,52.0,52.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,52.76470588235294,52.0,52.0,0,0,0,0,0,0,67,3484,1,52,-1,-1,67,0,0,0,0,0,0,0,0,0,No Label
192.168.1.27-115.74.224.127-61175-65195-17,192.168.1.27,61175,115.74.224.127,65195,17,10/12/2024 01:34:52 PM,117198671,69,1,3588.0,52.0,52.0,52.0,52.0,0.0,52.0,52.0,52.0,0.0,31.05837266704159,0.5972763974431075,1698531.4637681164,1190480.0705872646,4827845.0,48.0,1.15198502E8,1694095.6176470586,1198756.7382637383,4827845.0,48.0,0,0,0,0,0,0,0,0,0,552,8,0.5887438774796345,0.008532519963472965,52.0,52.0,52.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,52.74285714285714,52.0,52.0,0,0,0,0,0,0,69,3588,1,52,-1,-1,69,0,0,0,0,0,0,0,0,0,No Label
134.221.96.3-187.151.0.20-0-0-0,134.221.96.3,0,187.151.0.20,0,0,10/12/2024 01:34:52 PM,117048217,11,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10252185216969174,1.0640747000000002E7,4406535.191179074,1.6006829E7,3950961.0,1.08999823E8,1.08999823E7,4555621.684940806,1.6006829E7,3950961.0,0,0,0,0,0,0,0,0,0,0,0,0.09397836448888411,0.008543487680807645,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,11,0,1,0,-1,-1,0,0,4451210.0,707458.9203635785,4951459.0,3950961.0,1.2016199666666666E7,3536019.281870717,1.6006829E7,5951322.0,No Label
192.168.1.27-199.232.210.172-51812-80-6,199.232.210.172,80,192.168.1.27,51812,6,10/12/2024 01:34:51 PM,119996912,103,103,139000.0,1390.0,1390.0,74.0,1349.514563106796,203.91702772844005,1390.0,0.0,13.495145631067963,136.96076966483673,1169.9467732969663,1.716710843359036,585350.7902439025,1030454.2350651842,8661415.0,0.0,1.1975557E8,1174074.2156862747,1238811.518719419,8702708.0,0.0,1.19996912E8,1176440.31372549,1238953.3757983146,8716994.0,41329.0,0,0,0,0,3296,3604,0.858355421679518,0.858355421679518,0.0,1390.0,684.9275362318838,691.7652876302146,478539.21317011357,0,0,0,0,1,0,0,0,1.0,688.252427184466,1349.514563106796,13.495145631067961,0,0,0,0,0,0,103,139000,103,1390,-1,10,103,0,6.3032347E7,0.0,6.3032347E7,6.3032347E7,8661415.0,0.0,8661415.0,8661415.0,No Label
162.159.135.234-192.168.1.27-443-50853-6,162.159.135.234,443,192.168.1.27,50853,6,10/12/2024 01:34:52 PM,119546565,86,82,15468.0,310.0,1412.0,0.0,179.86046511627904,251.71679524187496,148.0,0.0,3.78048780487805,19.07750558936349,131.98204398428345,1.4053101400278627,715847.6946107781,1294447.157665996,8819247.0,0.0,1.1913563E8,1401595.6470588234,1571181.594855549,8873214.0,0.0,1.19546565E8,1475883.5185185184,1568028.0794832257,8819960.0,46595.0,0,1,0,0,1720,1640,0.7193849526333107,0.6859251873945521,0.0,1412.0,94.23668639053251,199.99313280687167,39997.25316990701,0,0,0,1,1,0,0,0,0.0,94.79761904761905,179.86046511627907,3.7804878048780486,0,0,0,0,0,0,86,15468,82,310,-1,1018,83,0,5.005753E7,4.852779794081378E7,8.4371865E7,1.5743195E7,7401466.0,2005045.118674889,8819247.0,5983685.0,No Label
192.168.1.27-40.126.35.87-51905-443-6,192.168.1.27,51905,40.126.35.87,443,6,10/12/2024 01:35:35 PM,80614848,29,60,1263.0,65845.0,292.0,0.0,43.55172413793104,99.67647172115556,1412.0,0.0,1097.416666666667,567.9508898459761,832.4521060934086,1.1040149824508756,916077.8181818181,7778075.509317865,7.2801777E7,0.0,8.0592882E7,2878317.214285714,1.3750824411119133E7,7.2801777E7,69.0,7813023.0,132424.1186440678,792344.2964410909,6064115.0,0.0,0,0,0,0,580,1224,0.3597352190008471,0.7442797634500286,0.0,1412.0,745.6444444444442,683.5582269915928,467251.84968789003,0,1,0,0,0,0,0,0,2.0,754.0224719101124,43.55172413793103,1097.4166666666667,0,0,0,0,0,0,29,1263,60,65845,-1,16386,5,0,1425392.0,0.0,1425392.0,1425392.0,6041445.0,0.0,6041445.0,6041445.0,No Label
